University Name ,Page ,title,Privacy related content 
Welch College,Sub Link,Privacy Notice - DoubleVerify,Do we update this Reporting Tools Privacy Notice?
Welch College,Sub Link,Privacy Notice - DoubleVerify,"As used in this Reporting Tools Privacy Notice, “Personal Information” means information that relates to an identified individual or to an identifiable individual. We believe in providing strong privacy protections to any individual whose information we may process in any capacity – because we believe privacy is a fundamental right, not something that should depend on where you may live. To live up to that principle, we treat any data that relates or is linked to an identified or identifiable individual as “Personal Information” regardless of that individual’s location."
Welch College,Sub Link,Privacy Notice - DoubleVerify,"The purpose of this Reporting Tools Privacy Notice is to inform you of DoubleVerify’s privacy practices, particularly our approach to the use, collection, and sharing of your Personal Information processed via our Reporting Tools, as well as your privacy rights and how to exercise them. DoubleVerify operates the functions contemplated and covered by the Reporting Tools Privacy Notice as a “controller” or a “business”, as relevant from time to time under applicable laws."
Welch College,Sub Link,Privacy Notice - DoubleVerify,"We will retain your Personal Information for the period necessary to fulfill the applicable purpose outlined in this Reporting Tools Privacy Notice. After the Personal Information is no longer necessary or after any retention requirements provided for by applicable laws expire, the corresponding Personal Information is securely deleted."
Welch College,Sub Link,Privacy Notice - DoubleVerify,"Please be aware that the Personal Information we collect may be transferred to and maintained on servers or databases located outside your state, province, country, or other jurisdiction. While some of your Personal Information may be temporarily stored or cached in a storage facility closer to you, to ensure our Reporting Tools are efficient and responsive, DoubleVerify generally stores all Personal Information collected through our Reporting Tools in the United States. As a global company, we have office locations in many countries, including in the United States, the United Kingdom, the UAE, France, Belgium, Finland, Germany, Israel, Canada, Mexico, Brazil, Japan, India, Singapore and Australia. Our employees at these locations may be required to access your Personal Information to support our operations. The level of data protection established in some of these locations, such as the United States, may be lower than the one established in the European Union or other jurisdictions that have enacted strong privacy laws and regulations. We take measures to ensure that your Personal Information is stored safely with us, meeting regulatory privacy and security requirements imposed on European Union businesses. We also ensure that any other recipient of your Personal Information offers an adequate level of protection and security, for instance by entering into the appropriate back-to-back agreements and, if required, standard contractual clauses or an alternative mechanism for the transfer of data as approved by the European Commission or other applicable regulator."
Welch College,Sub Link,Privacy Notice - DoubleVerify,"In addition, DoubleVerify Inc., and its subsidiaries Outrigger Media, Inc. d/b/a OpenSlate, Zentrick Inc. (“DoubleVerify”), complies with the EU-U.S. Data Privacy Framework (EU-U.S. DPF), the UK Extension to the EU-U.S. DPF, and the Swiss-U.S. Data Privacy Framework (Swiss-U.S. DPF) as set forth by the U.S. Department of Commerce. DoubleVerify has certified to the U.S. Department of Commerce that it adheres to the EU-U.S. Data Privacy Framework Principles (EU-U.S. DPF Principles) with regard to the processing of personal data received from the European Union in reliance on the EU-U.S. DPF and from the United Kingdom (and Gibraltar) under the UK Extension to the EU-U.S. DPF. DoubleVerify has certified to the U.S. Department of Commerce that it adheres to the Swiss-U.S. Data Privacy Framework Principles (Swiss-U.S. DPF Principles) with regard to the processing of personal data received from Switzerland in reliance on the Swiss-U.S. DPF.  If there is any conflict between the terms in this privacy policy and the EU-U.S. DPF Principles and/or the Swiss-U.S. DPF Principles, the Principles shall govern.  To learn more about the Data Privacy Framework (DPF) program, and to view our certification, please visit https://www.dataprivacyframework.gov/."
Welch College,Sub Link,Privacy Notice - DoubleVerify,"Certain privacy laws and regulations, such as the CCPA, require businesses to disclose whether they “sell” or “share” Personal Information as defined by the law. DoubleVerify does not disclose Personal Information in a way that would constitute a “sale” or “sharing” under California, Virginia, Nevada or similar laws."
Welch College,Sub Link,Privacy Notice - DoubleVerify,"DoubleVerify uses Artificial Intelligence (“AI”) in various capacities and ways throughout the organization. While DoubleVerify makes use of AI technologies, we do not engage in “automated decision making” as defined by applicable privacy laws and regulations."
Welch College,Sub Link,Privacy Notice - DoubleVerify,"To the extent applicable and permitted by applicable laws and regulations, this Reporting Tools Privacy Notice is governed by and interpreted in accordance with the internal laws of the state of Delaware, and jurisdiction and venue for any dispute will be in Delaware."
Welch College,Sub Link,Privacy Notice - DoubleVerify,13. Do we update this Reporting Tools Privacy Notice?
Welch College,Sub Link,Privacy Notice - DoubleVerify,"We may update this Reporting Tools Privacy Notice from time to time to reflect changes in our practices, policies or other internal or external changes, as well as to comply with new legal requirements. Any changes will be posted as soon as they go ingo effect. If we make updates, we will update the “effective date” listed at the top to help you understand when changes were made. To stay informed of any such updates, we encourage you to refer back to this Reporting Tools Privacy Notice regularly.  Please note that any translation of this Reporting Tools Privacy Notice is intended solely to facilitate your access to this information. The English version is the only official version of this Reporting Tools Privacy Notice and any translation inaccuracies or discrepancies are not binding and have no legal effect for compliance or enforcement purposes."
Welch College,Sub Link,Privacy Notice - DoubleVerify,"If you have any questions, concerns or comments about this Reporting Tools Privacy Notice, or you believe your personal information has been used in a way that is not consistent with the Reporting Tools Privacy Notice or your choices, you can contact our Privacy Team, via postal mail or email, at:"
Welch College,Sub Link,Privacy Notice - DoubleVerify,Privacy Officer / Data Protection Officer (Privacy Team) Contact Information
Welch College,Sub Link,Privacy Notice - DoubleVerify,privacy-policy@doubleverify.com
Welch College,Sub Link,Privacy Notice - DoubleVerify,privacy-policy@doubleverify.com
Welch College,Sub Link,Privacy Statement - Blue Billywig,Privacy Statement - Blue Billywig
Welch College,Sub Link,Privacy Statement - Blue Billywig,Privacy Statement
Welch College,Sub Link,Privacy Statement - Blue Billywig,"We use Google Analytics. The information we obtain, including your IP address, is transferred to and stored by Google on servers in the United States. Read Google’s Privacy Policy and Google Analytics’ Privacy Policy for more information."
Welch College,Sub Link,Opera Privacy Statement,Opera Privacy Statement
Welch College,Sub Link,Opera Privacy Statement,Opera Privacy Statement
Welch College,Sub Link,Opera Privacy Statement,Opera Privacy Statement
Welch College,Sub Link,Opera Privacy Statement,Opera Privacy Statement
Welch College,Sub Link,Opera Privacy Statement,"This privacy statement describes how we use data in our browsers, websites, and services. Some of the data we use is considered “personal data” under applicable law. However, even when we use personal data, we generally have no way of actually identifying you as an individual, and our users are essentially anonymous to us."
Welch College,Sub Link,Opera Privacy Statement,"The specific categories of data that we collect, use, or otherwise process can vary from product to product, from one purpose to another, and in some cases based on your location. This privacy statement sets out when, how, and why we process your data (including but not limited to personal data), as well as your rights under applicable law."
Welch College,Sub Link,Opera Privacy Statement,"First, let’s define some key terms. Many of these definitions are adapted (with changes) from the General Data Protection Regulation (or “GDPR”), the data privacy law which applies in the European Union as well as in Norway. We use the GDPR as a guidepost because it applies directly to our European companies and because we believe it sets the highest legal standard for user privacy. However, in some cases we have simplified definitions here for the purpose of clarity."
Welch College,Sub Link,Opera Privacy Statement,"Legitimate interest: When we process personal data based on legitimate interest, that means we have some use for the personal data (such as monetization, or ensuring that products work properly) which is in balance with your right to privacy."
Welch College,Sub Link,Opera Privacy Statement,Privacy Policy
Welch College,Sub Link,Opera Privacy Statement,you can read their privacy statement here
Welch College,Sub Link,Opera Privacy Statement,"Just like any other third-party website you might access, use of any search engine is subject to the terms of service and privacy policy offered by the specific search engine provider. Some of the web search services available in the Application may be provided by partners of CodeFuel Ltd. including, for example, bing.com. For information on the web search services data collection, please visit the search provider’s privacy policy."
Welch College,Sub Link,Opera Privacy Statement,"Our applications and services include third-party technology or code, some of which may use your data in different ways. When such third-party technologies use previously collected data, they typically act as data processors for us. When they collect data on their own, they typically act as independent data controllers. For convenience, we have included links to their privacy policies below. Data controllers are marked with an asterisk."
Welch College,Sub Link,Opera Privacy Statement,you can read their privacy statement here
Welch College,Sub Link,Opera Privacy Statement,"Just like any other third-party website you might access, use of any search engine is subject to the terms of service and privacy policy offered by the specific search engine provider. Some of the web search services available in the Application may be provided by partners of CodeFuel Ltd. including, for example, bing.com. For information on the web search services data collection, please visit the search provider’s privacy policy."
Welch College,Sub Link,Opera Privacy Statement,"Our applications and services include third-party technology or code, some of which may use your data in different ways. When such third-party technologies use previously collected data, they typically act as data processors for us. When they collect data on their own, they typically act as independent data controllers. For convenience, we have included links to their privacy policies below. Data controllers are marked with an asterisk."
Welch College,Sub Link,Opera Privacy Statement,"Our web services include third-party technology or code, some of which may use your data in different ways. When such third-party technologies use previously collected data, they typically act as data processors for us. When they collect data on their own, they typically act as independent data controllers. For convenience, we have included links to their privacy policies below. Data controllers are marked with an asterisk."
Welch College,Sub Link,Opera Privacy Statement,Children’s Privacy
Welch College,Sub Link,Opera Privacy Statement,"When we post changes to this privacy statement, we will include the date when the statement was last updated. If we significantly change this statement, we will notify you about the upcoming change via our website or using in-app notifications. We encourage you to review this statement periodically."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Microsoft Privacy Statement – Microsoft privacy
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Microsoft Privacy Statement
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"Your privacy is important to us. This privacy statement explains the personal data Microsoft processes, how Microsoft processes it, and for what purposes."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"Please read the product-specific details in this privacy statement, which provide additional relevant information. This statement applies to the interactions Microsoft has with you and the Microsoft products listed below, as well as other Microsoft products that display this statement."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Privacy for young people
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,U.S. State Data Privacy Notice
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Consumer Health Data Privacy Policy
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,The most recent version of this privacy statement can be found at aka.ms/privacy.
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,The most recent version of this privacy statement can be found at aka.ms/privacy.
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"Microsoft collects data from you, through our interactions with you and through our products. You provide some of this data directly, and we get some of it by collecting data about your interactions, use, and experiences with our products. The data we collect depends on the context of your interactions with Microsoft and the choices you make, including your privacy settings and the products and features you use. We also obtain data about you from third parties."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"The data we collect depends on the context of your interactions with Microsoft and the choices you make (including your privacy settings), the products and features you use, your location, and applicable law"
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"The data we collect depends on the context of your interactions with Microsoft and the choices you make (including your privacy settings), the products and features you use, your location, and applicable law"
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,U.S. State Data Privacy
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,U.S. State Data Privacy Laws Notice
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"We share your personal data with your consent or as necessary to complete any transaction or provide any product you have requested or authorized. For example, we share your content with third parties when you tell us to do so, such as when you send an email to a friend, share photos and documents on OneDrive, or link accounts with another service. If you use a Microsoft product provided by an organization you are affiliated with, such as an employer or school, or use an email address provided by such organization to access Microsoft products, we share certain data, such as interaction data and diagnostic data to enable your organization to manage the products. When you provide payment data to make a purchase, we will share payment data with banks and other entities that process payment transactions or provide other financial services, and for fraud prevention and credit risk reduction. Additionally, when you save a payment method (such as a card) to your account that you and other Microsoft account holders use to make purchases from Microsoft or its affiliates, your purchase receipts may be shared with anyone else who uses and has access to the same payment method to make a purchase from Microsoft, including the payment method’s named accountholder. When you permit push notifications for Microsoft products or applications on a non-Windows device, the operating system of that device will process some personal data to provide push notifications.  Accordingly, Microsoft may send data to an external, third-party notification provider to deliver push notifications. Your device’s push notification services are governed by their own service-specific terms and privacy statements."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"In addition, we share personal data among Microsoft-controlled affiliates and subsidiaries. We also share personal data with vendors or agents working on our behalf for the purposes described in this statement. For example, companies we've hired to provide customer service support or assist in protecting and securing our systems and services may need access to personal data to provide those functions. In such cases, these companies must abide by our data privacy and security requirements and are not allowed to use personal data they receive from us for any other purpose. We may also disclose personal data as part of a corporate transaction such as a merger or sale of assets."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"Please note that some of our products include links to or otherwise enable you to access products of third parties whose privacy practices differ from those of Microsoft. If you provide personal data to any of those products, your data is governed by their privacy policies."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Microsoft privacy dashboard
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Microsoft Privacy Report
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Microsoft privacy dashboard
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Microsoft Privacy Report
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,privacy dashboard
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Microsoft privacy dashboard
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Microsoft privacy dashboard
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Privacy and data
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,U.S. State Data Privacy Laws Notice
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"These companies use the data they process in accordance with their privacy policies, which may enable these companies to collect and combine information about your activities across websites, apps, or online services."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Privacy and services
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"Control and administer your Microsoft product and product account, including controlling privacy-related settings of the product or product account."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,You should carefully review the privacy statement for each product you sign in to and each merchant you purchase from to determine how it will use the data it collects
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"Microsoft is not responsible for the privacy or security practices of your organization, which may differ from those of Microsoft."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,privacy dashboard
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,privacy dashboard
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,privacy dashboard
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,privacy dashboard
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,privacy support team
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,privacy support form
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Privacy Frequently Asked Questions (FAQs)
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,privacy support form
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"We collect limited information about children, including name, birthdate, email address, and region. When you sign your child up for an Xbox profile, they get a gamertag (a public nickname) and a unique identifier. When you create your child’s Xbox profile you consent to Microsoft collecting, using, and sharing information based on their privacy and communication settings on the Xbox online network. Your child’s privacy and communication settings are defaulted to the most restrictive."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"Third-party publishers and developers of games and apps have their own distinct and independent relationship with users and their collection and usage of personal data is subject to their specific privacy policies. You should carefully review their policies to determine how they use your child’s data. For example, publishers may choose to disclose or display game data (such as on leaderboards) through their own services. You may find their policies linked from the game or app detail pages in our stores."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Xbox Privacy & online safety page
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Xbox online safety and privacy settings
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Xbox Kinect and Privacy
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Other important privacy information
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Other important privacy information
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,mainotherimportantprivacyinformationmodule
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Microsoft Privacy
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"Personal data collected by Microsoft may be stored and processed in your region, in the United States, and in any other jurisdiction where Microsoft or its affiliates, subsidiaries, or service providers operate facilities. Microsoft maintains major data centers in Australia, Austria, Brazil, Canada, Finland, France, Germany, Hong Kong, India, Ireland, Japan, Korea, Luxembourg, Malaysia, the Netherlands, Singapore, South Africa, the United Kingdom, and the United States. Typically, the primary storage location is in the customer’s region or in the United States, often with a backup to a data center in another region. The storage location(s) are chosen in order to operate and provide our services efficiently, improve performance, and create redundancies in order to protect the data in the event of an outage or other problem. We take steps to process the data that we collect under this privacy statement according to this statement’s provisions and the requirements of applicable law."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,visit the U.S. Department of Commerce’s Data Privacy Framework website
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"Is there an automated control, such as in the Microsoft privacy dashboard, that enables the customer to access and delete the personal data at any time?"
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,U.S. State Data Privacy
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,U.S. State Data Privacy
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,maincaliforniaconsumerprivacyactmodule
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"If you are a U.S. resident, we process your personal data in accordance with applicable U.S. state data privacy laws, including the California Consumer Privacy Act (CCPA). This section of our privacy statement contains information required by the CCPA and other U.S. state data privacy laws and supplements our privacy statement."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"Please note that recent changes to the CCPA and other state data privacy laws are set to take effect in 2023; however, the rules implementing some of these laws have not yet been finalized.  We are continuously working to better comply with these laws, and we will update our processes and disclosures as these implementing rules are finalized."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,U.S. State Data Privacy Laws Notice
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Consumer Health Data Privacy Policy
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,U.S. State Data Privacy Laws Notice
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,U.S. State Data Privacy Laws Notice
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Consumer Health Data Privacy Policy
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Microsoft privacy dashboard
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,You have a right not to receive discriminatory treatment if you exercise your privacy rights. We will not discriminate against you if you exercise your privacy rights.
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,privacy settings
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Any other activities in accordance with any future regulations that are issued pursuant to U.S. state data privacy laws
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"When the advertising ID is enabled in Windows as part of your privacy settings, third parties can access and use the advertising ID (much the same way that websites can access and use a unique identifier stored in a cookie) to select and deliver ads in such apps."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,privacy.microsoft.com
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"Microsoft offers preview, insider, beta or other free-of-charge products and features (""previews"") to enable you to evaluate them while providing Microsoft with data about your use of the product, including feedback and device and usage data. As a result, previews can automatically collect additional data, provide fewer controls, and otherwise employ different privacy and security measures than those typically present in our products. If you participate in previews, we may contact you about your feedback or your interest in continuing to use the product after general release."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"Microsoft offers preview, insider, beta or other free-of-charge products and features (""previews"") to enable you to evaluate them while providing Microsoft with data about your use of the product, including feedback and device and usage data. As a result, previews can automatically collect additional data, provide fewer controls, and otherwise employ different privacy and security measures than those typically present in our products. If you participate in previews, we may contact you about your feedback or your interest in continuing to use the product after general release."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Changes to this privacy statement
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Changes to this privacy statement
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,mainchangestothisprivacystatementmodule
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,We update this privacy statement when necessary to provide greater transparency or in response to:
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"Microsoft Privacy, Microsoft Corporation, One Microsoft Way, Redmond, Washington 98052, USA. Telephone: +1 (425) 882 8080."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"Microsoft Copilot for Microsoft 365 enterprise offers enterprise-grade data protection along with access to the corporate graph, Copilot within Microsoft 365 and Teams, and additional customization features. Data collection and use in Copilot for Microsoft 365 enterprise is consistent with the practices described in the Enterprise and Developer Products section of this privacy statement."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"In the event of a conflict between this Microsoft privacy statement and the terms of any agreement(s) between a customer and Microsoft for Enterprise and Developer Products, the terms of those agreement(s) will control."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"In the event of a conflict between this Microsoft privacy statement and the terms of any agreement(s) between a customer and Microsoft for Enterprise and Developer Products, the terms of those agreement(s) will control."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"In the event of a conflict between this Microsoft privacy statement and the terms of any agreement(s) between a customer and Microsoft for Enterprise and Developer Products, the terms of those agreement(s) will control."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"You can also learn more about our Enterprise and Developer Products’ features and settings, including choices that impact your privacy or your end users’ privacy, in product documentation."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"You can also learn more about our Enterprise and Developer Products’ features and settings, including choices that impact your privacy or your end users’ privacy, in product documentation."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"You can also learn more about our Enterprise and Developer Products’ features and settings, including choices that impact your privacy or your end users’ privacy, in product documentation."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"The Enterprise and Developer Products enable you to purchase, subscribe to, or use other products and online services from Microsoft or third parties with different privacy practices, and those other products and online services are governed by their respective privacy statements and policies."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,SQL Server privacy page
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Account Privacy Settings
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Account Privacy Settings.
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Copilot Pro: Microsoft 365 apps and your privacy
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Start > Settings > Privacy or Privacy & Security
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Windows privacy settings that apps use
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Learn more in Surface Duo Privacy Settings
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Google Privacy Policy
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Privacy Policy
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Microsoft privacy dashboard
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Microsoft privacy dashboard
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"Whenever you use a web browser to access the internet, data about your device (""standard device data"") is sent to the websites you visit and online services you use. Standard device data includes your device's IP address, browser type and language, access times, and referring website addresses. This data might be logged on those websites' or online services’ web servers. Which data is logged and how that data is used depends on the privacy practices of the websites you visit and web services you use. Certain features in Microsoft Edge, such as when you open a new tab in the browser, connect you to Microsoft Start Content and your experiences with such content is covered by the Microsoft Start section of this privacy statement. Additionally, Microsoft Edge sends a unique browser ID to certain websites to enable us to develop aggregate data used to improve browser features and services."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"When you sign into Microsoft Edge with your Microsoft personal account or work or school account, Microsoft Edge will store your account’s privacy preferences. Microsoft Edge will use the stored preferences to migrate your account’s privacy choices across your signed-in devices, including during Windows device set up or when you sign into Microsoft Edge with your account on a new device."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,advertising privacy policies
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"Learn more about Microsoft Edge, browsing data, and privacy"
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"For information about the privacy practices of legacy versions Microsoft Edge (versions 44 and below), see the Web browsers—Microsoft Edge Legacy and Internet Explorer section of the privacy statement."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"
    As part of your SwiftKey account, you may also opt in to share your language and/or typing data for the purposes of improving Microsoft products and services. If you opt-in, SwiftKey may send short snippets of data about what and how you type and related correction data to our servers for processing. These text snippets are used in various automated processes to validate that our prediction services are working correctly and to make product improvements. To preserve your privacy, SwiftKey Services de-identify these text snippets, and even if you have a SwiftKey Account, these text snippets will not be linked to it.
"
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"Windows is a personalized computing environment that enables you to seamlessly roam and access services, preferences, and content across your computing devices from phones to tablets to the Surface Hub. Rather than residing as a static software program on your device, key components of Windows are cloud-based, and both cloud and local elements of Windows are updated regularly, providing you with the latest improvements and features. In order to provide this computing experience, we collect data about you, your device, and the way you use Windows. And because Windows is personal to you, we give you choices about the personal data we collect and how we use it. Note that if your Windows device is managed by your organization (such as your employer or school), your organization may use centralized management tools provided by Microsoft or others to access and process your data and to control device settings (including privacy settings), device policies, software updates, data collection by us or the organization, or other aspects of your device. Additionally, your organization may use management tools provided by Microsoft or others to access and process your data from that device, including your interaction data, diagnostic data, and the contents of your communications and files."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"Customization: You can personalize various aspects of Windows, including the look and feel, language settings, and privacy options. Windows settings uses your microphone when controlling the volume, camera when using integrated camera and location to change brightness at night time to help you customize your Windows."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"Privacy & security management: configure your privacy preferences such as location, collection of diagnostic data etc. Fine-tune which individual apps and services can access device capabilities by turning them on or off."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Privacy > Activity history
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"Windows generates a unique advertising ID for each person using a device, which app developers and advertising networks can then use for their own purposes, including providing relevant advertising in apps. When the advertising ID is enabled, both Microsoft apps and third-party apps can access and use the advertising ID in much the same way that websites can access and use a unique identifier stored in a cookie. Thus, your advertising ID can be used by app developers and advertising networks to provide more relevant advertising and other personalized experiences across their apps and on the web. Microsoft collects the advertising ID for the uses described here only when you choose to enable the advertising ID as part of your privacy setting."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy," If permitted by system settings, the system microphone may be used to capture the support question instead of your needing to type. You can control this in the “Microphone Privacy Settings” in the Windows Settings application. Get Help will also access your Application List to aid in opening the Feedback Hub to the correct app if you choose to start the feedback process within Get Help. All feedback will be entered and controlled by the Feedback Hub, as described in the Feedback Hub section of this Privacy Statement. Get Help does not use your location data as part of its services."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"Microsoft Edge is the default web browser for Windows. Internet Explorer, the legacy browser from Microsoft, is also available in Windows. Whenever you use a web browser to access the internet, data about your device (""standard device data"") is sent to the websites you visit and online services you use. Standard device data includes your device's IP address, browser type and language, access times, and referring website addresses. This data might be logged on those websites' web servers. Which data is logged and how that data is used depends on the privacy practices of the websites you visit and web services you use. Additionally, Microsoft Edge sends a unique browser ID to certain websites to enable us to develop aggregate data used to improve browser features and services."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"Windows Media Player Legacy also allows you to play back content that is streamed to you over a network. To provide this service, it is necessary for Windows Media Player Legacy to communicate with a streaming media server. These servers are typically operated by non-Microsoft content providers. During playback of streaming media, Windows Media Player Legacy will send a log to the streaming media server or other web server(s) if the streaming media server requests it. The log includes such details as: connection time, IP address, operating system version, Windows Media Player Legacy version, Player identification number (Player ID), date, and protocol. To protect your privacy, Windows Media Player Legacy defaults to sending a Player ID that is different for each session."
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Xbox online safety and privacy settings
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,Xbox online safety and privacy settings
Welch College,Sub Link,Microsoft Privacy Statement – Microsoft privacy,"Third-party publishers and developers of games and apps have their own distinct and independent relationship with users and their collection and usage of personal data is subject to their specific privacy policies. You should carefully review their policies to determine how they use the data. For example, publishers may choose to disclose or display game data (such as on leaderboards) through their own services. You may find their policies linked from game or app detail pages in the Microsoft Store."
