error,frequency (percentage)
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=102+History of Western Art Since the 15th Century &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=101+History of Western Art: Ancient Through the 14th Century &timeframe=current_future&template=non' (found at least ' '),0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|ml&hl=en&anno=0&ie=UTF8',0.010399
URL can't contain control characters. '/degrees/bachelor-data-science/&text=Check out Salem University' (found at least ' '),0.010399
URL can't contain control characters. '/shareArticle?mini=true&url=https://www.salemu.edu/degrees/bachelor-data-science/&title=Salem University' (found at least ' '),0.010399
URL can't contain control characters. '/tel:(844) 462-9128' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=431+Business Data Analysis &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=490+Integrated Business and Management Assessment BPB &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=480+Global Business Strategy &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=460+Market Research &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=454+HR Analytics &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=453+Recruitment and Selection &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=452+Business Leadership &timeframe=current_future&template=non' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0xa9 in position 33685: invalid start byte,0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=443+Lean Logistics &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=440+Business Supply Chain Management &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.dscc.edu%2Fcontent.php%3Fcatoid%3D36%26navoid%3D2227&t=Check out this page at Dyersburg State Community College' (found at least ' '),0.010399
URL can't contain control characters. '/sharer/sharer.php?u=http%3A%2F%2Fcatalog.dscc.edu%2Fcontent.php%3Fcatoid%3D36%26navoid%3D2227&t=I am looking at the Course Descriptions page at Dyersburg State Community College' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=435+International Business &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=425+Operations Management &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=311+Organizational Behavior &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=381+Transportation Warehousing and Distribution &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=380+Managing Diversity in the Workplace &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=375+Marketing Management &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=351+Marketing Concepts and Application &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=350+Principles of Finance &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=341+Management Concepts and Applications &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=325+Women in Business &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=323+Business Ethics &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=315+Labor Relations &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=313+International HR &timeframe=current_future&template=non' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0xf4 in position 222007: invalid continuation byte,0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=312+Managing Human Resources &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=401+Theory of Computation and Computational Ethics &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=411+Software Project Management &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/../../../AboutBTC/ctcLink Training.html' (found at least ' '),0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.humsci.auburn.edu'. (_ssl.c:1129)",0.010399
'ascii' codec can't encode character '\u2013' in position 13: ordinal not in range(128),0.010399
"URL can't contain control characters. '/maps?hl=en&q=33+Kearney+Sq,+Lowell,+MA+01852&ie=UTF-8&hq=&hnear=33+Kearney+Square,+Lowell,+MA+01852&gl=us&ei=yNRqTP_MNsH_lgf8idnwAQ&oi=geocode_result&\n\t\t\t\t\t\tved=0CBMQ8gEwAA' (found at least '\n')",0.010399
"URL can't contain control characters. '/maps?q=591+Springs+Rd,+Bedford,+MA+01730&oe=utf-8&client=firefox-a&ie=UTF-8&hq=&hnear=591+Springs+Rd,+Bedford,+MA+01730&gl=us&ei=5XlpTNeWG9KInQeV4ejBBQ&\n\t\t\t\t\t\toi=geocode_result&ved=0CBMQ8gEwAA' (found at least '\n')",0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=508+Managerial Economics &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=262+Introduction to Macroeconomics &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=260+Introduction to Microeconomics &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=610+Cloud Technologies and Data Security &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=596+Capstone Project in Cybersecurity &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=586+Digital Forensics and Investigation &timeframe=current_future&template=non' (found at least ' '),0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'campaign.lyon.edu'. (_ssl.c:1129)",0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=577+Global Cybersecurity &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=575+It Risk Analysis and Management &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=565+Security Management Awareness &timeframe=current_future&template=non' (found at least ' '),0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.wagnercollegeshop.com'. (_ssl.c:1129)",0.010399
URL can't contain control characters. '/mailto:webmaster@usna.edu?Subject=Comment%20on%20webpage%20//Computer Science Department - Public/index&body=Please%20provide%20complete%20details%20about%20your%20web%20page%20issue%20or%20comment%20including%20any%20error%20messages%20received' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=560+Information Assurance &timeframe=current_future&template=non' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0xd7 in position 23821: invalid continuation byte,0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=528+Legal Compliance Issues in Cybersecurity &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=526+Cyber Attacks and Defense &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=523+Software and Application Security &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=504+Network and Communication Security &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=500+Foundations of Cybersecurity &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=496+Cybersecurity Capstone &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=475+Large Scale Cybercrime and Terrorism &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=470+Secure Software Development &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=465+Cybersecurity Investigation and Case Studies for the Nuclear Industry &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=456+Securing Mobile and Cloud Computing Environments &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=152+Circuit Theory I &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=153+Circuit Theory II &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=415+Software Testing and Quality Assurance &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=160+Electronics I &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/Student/Courses/Search?keyword=%22search engine optimization%22' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=202+Business Writing &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=02A+Advanced Composition II &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.govst.edu%2Fpreview_program.php%3Fcatoid%3D1%26poid%3D32&t=Check out this program at Governors State University' (found at least ' '),0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.govst.edu%2Fpreview_program.php%3Fcatoid%3D1%26poid%3D32&t=I just discovered 'Computer Science, B.S.' at Governors State University"" (found at least ' ')",0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=102+Composition II &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=01A+Advanced Composition &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=101+English Composition &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=310+Engineering Ethics &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=290+Advanced 3-D Modeling &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=280+Introduction to 3-D Modeling &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=210+Introduction to Engineering Analysis &timeframe=current_future&template=non' (found at least ' '),0.010399
HTTP Error 404: Resource not found,0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=495+Integrated Technology Assessment BEL &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=370+Instrumentation and Data Acquisition &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=360+Generation and Transmission of Electric Power &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=350+Power Electronics &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=345+Electric Machines &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=331+Digital and Analog Communications &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=321+Control Systems &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=307+Microcontrollers &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=306+Advanced Digital Design &timeframe=current_future&template=non' (found at least ' '),0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.grad.auburn.edu'. (_ssl.c:1129)",0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=210+Programmable Logic Controllers &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=202+Microprocessors &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=201+Digital Electronics &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=161+Electronics II &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=455+Business Continuity &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=450+Security Focused Risk Management &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=426+Cyber Attacks and Defenses &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=403+Network and Application Security &timeframe=current_future&template=non' (found at least ' '),0.010399
"URL can't contain control characters. ""/search?search_performed=1&sort_by=session&title=298+Criminal Justice Capstone (Associate's Degree) &timeframe=current_future&template=non"" (found at least ' ')",0.010399
URL can't contain control characters. '/Events/Events-Display.aspx?isday=JUL 24' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0xfe in position 357: invalid start byte,0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=265+Criminal Procedure and Evidence &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=228+Multicultural Issues in Criminal Justice &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=120+Introduction to Corrections &timeframe=current_future&template=non' (found at least ' '),0.010399
"URL can't contain control characters. ""/javascript:acalogPopup('help.php?catoid=28', 'help', 770, 530, 'yes')"" (found at least ' ')",0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=110+Introduction to Law Enforcement &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=101+Introduction to Criminal Justice &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=495+Computer Science Capstone &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=479+Responsible Ai: Neural Networks and Deep Learning &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=477+Visionary Machines: Exploring Computer Vision Technologies &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=475+Ethics Society and Law in Artificial Intelligence &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=455+Virtualization and Containerization &timeframe=current_future&template=non' (found at least ' '),0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.alumni.life.edu'. (_ssl.c:1129)",0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.sjsu.edu%2Fpreview_program.php%3Fcatoid%3D10%26poid%3D7447&t=Check out this program at San Jos State University' (found at least ' '),0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.sjsu.edu%2Fpreview_program.php%3Fcatoid%3D10%26poid%3D7447&t=I just discovered 'Computer Science, BS (2022-2023)' at San José State University"" (found at least ' ')",0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=453+Cloud Networking and Storage Strategies &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=439+Big Data Analytics &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.edisonohio.edu%2Fcontent.php%3Fcatoid%3D25%26navoid%3D3058&t=Check out this page at Edison State Community College' (found at least ' '),0.010399
URL can't contain control characters. '/sharer/sharer.php?u=http%3A%2F%2Fcatalog.edisonohio.edu%2Fcontent.php%3Fcatoid%3D25%26navoid%3D3058&t=I am looking at the Information Technology page at Edison State Community College' (found at least ' '),0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.acalog.cwu.edu%2Fpreview_program.php%3Fcatoid%3D67%26poid%3D15143&t=Check out this program at Central Washington University' (found at least ' '),0.010399
"URL can't contain control characters. ""/sharer/sharer.php?u=http%3A%2F%2Fcatalog.acalog.cwu.edu%2Fpreview_program.php%3Fcatoid%3D67%26poid%3D15143&t=I just discovered 'Computer Science Major, BS' at Central Washington University"" (found at least ' ')",0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=437+Predictive Analytics and Time Series Forecasting &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=435+Ethical Data Wrangling and Preprocessing &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=419+Software Maintenance and Evolution\u202f &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=417+Software Engineering and Practice &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=301+Juvenile Delinquency and Justice &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=315+Gangs in America &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=324+Criminology &timeframe=current_future&template=non' (found at least ' '),0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.spartanbookstore.com'. (_ssl.c:1129)",0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=401+Organizational Information Security &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=400+Reverse Engineering &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=350+Cybersecurity Defense in Depth for the Nuclear Industry &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=345+Cybersecurity Defense in Depth &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=260+Governance Legal and Compliance &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=245+Introduction to Cybersecurity &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=220+Cloud Computing and Virtualization &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=698+MCJ Capstone &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=660+Human Trafficking &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=652+Mental Health Issues in Criminal Justice &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=651+Overview of Homeland Security and Emergency Management &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=650+Terrorism and Counterterrorism &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=630+Risk Assessment in Homeland Security &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=330+Judicial Process &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=628+Personnel Management in Criminal Justice &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=626+Overview of Justice Administration &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=530+Legal and Constitutional Law Issues in Criminal Justice &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=522+The Pillars of Criminal Justice &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=518+Comparative Justice &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=511+Public Budgeting and Financial Management &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=498+Criminal Justice Capstone &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=432+Drugs and Crime &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=380+Ethics in Criminal Justice &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=365+Police and the Community &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/search?search_performed=1&sort_by=session&title=338+Criminal Justice Administration &timeframe=current_future&template=non' (found at least ' '),0.010399
URL can't contain control characters. '/imagenowforms/fs?form=MSU AA Student Academic Record Request' (found at least ' '),0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|mt&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|ky&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|ms&hl=en&anno=0&ie=UTF8',0.010399
URL can't contain control characters. 'www.manchester.ac.uk/study/undergraduate/courses/2024/00560/bsc-computer-science/?utm_campaign=uom&utm_content=article&utm_medium=social&utm_source=email\n\r' (found at least '\n'),0.010399
URL can't contain control characters. '/course_catalog/course_info/ugrd_CS_2024 Fall_105' (found at least ' '),0.010399
URL can't contain control characters. '/course_catalog/course_info/ugrd_CS_2023 Fall_105' (found at least ' '),0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.lamarcc.edu%2Fcontent.php%3Fcatoid%3D9%26navoid%3D308&t=Check out this page at Lamar Community College' (found at least ' '),0.010399
URL can't contain control characters. '/course_catalog/subjects/2024 Fall' (found at least ' '),0.010399
URL can't contain control characters. '/course_catalog/subjects/2024 Summer' (found at least ' '),0.010399
URL can't contain control characters. '/course_catalog/subjects/2024 Spring' (found at least ' '),0.010399
URL can't contain control characters. '/course_catalog/subjects/2024 Winter' (found at least ' '),0.010399
URL can't contain control characters. '/course_catalog/subjects/2023 Fall' (found at least ' '),0.010399
URL can't contain control characters. '/pdf/SJCC 2024-2025 Catalog.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.lc.edu%2Fcontent.php%3Fcatoid%3D14%26navoid%3D1083&t=Check out this page at Lewis and Clark Community College' (found at least ' '),0.010399
URL can't contain control characters. '/sharer/sharer.php?u=http%3A%2F%2Fcatalog.lc.edu%2Fcontent.php%3Fcatoid%3D14%26navoid%3D1083&t=I am looking at the Course Descriptions page at Lewis and Clark Community College' (found at least ' '),0.010399
URL can't contain control characters. '/personnel/<a href=' (found at least ' '),0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.library.skagit.edu'. (_ssl.c:1129)",0.010399
'utf-8' codec can't decode byte 0xf6 in position 7039: invalid start byte,0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.sienaheights.edu%2Fcontent.php%3Fcatoid%3D9%26navoid%3D555&t=Check out this page at Siena Heights University' (found at least ' '),0.010399
URL can't contain control characters. '/sharer/sharer.php?u=http%3A%2F%2Fcatalog.sienaheights.edu%2Fcontent.php%3Fcatoid%3D9%26navoid%3D555&t=I am looking at the Course Descriptions page at Siena Heights University' (found at least ' '),0.010399
URL can't contain control characters. '/wp-content/uploads/2023/08/2023-2024 06 IT Chgs to Course (NET) Descriptions and PLOs.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/wp-content/uploads/2023/08/2023-2024 05 DAS Certificate PLOs Update.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/wp-content/uploads/2023/08/2023-2024 04 DAS Certificate Grid Update.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/wp-content/uploads/2023/08/2023-2024 01 DAS Certificate DAS113 Course Description.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/wp-content/uploads/2023/08/2023-2024 02 DAS Certificate DAS105 Course Description.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/wp-content/uploads/2023/08/2023-2024 03 DAS Certificate DAS100 Course Description.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/wp-content/uploads/2023/08/2023-2024 07 Dental Assisting AAS Degree Change.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/wp-content/uploads/2023/08/2023-2024 08 Student Code of Conduct Appeal Addendum.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/wp-content/uploads/2023/08/2023-2024 09 Student Complaint System Addendum.pdf' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0x92 in position 4099: invalid start byte,0.010399
'utf-8' codec can't decode byte 0x96 in position 25376: invalid start byte,0.010399
URL can't contain control characters. '/course_catalog/course_info/ugrd_CS_2024 Spring_105' (found at least ' '),0.010399
URL can't contain control characters. '/course_catalog/course_info/ugrd_CS_2024 Spring_109' (found at least ' '),0.010399
URL can't contain control characters. '/course_catalog/course_info/ugrd_CS_2023 Fall_110' (found at least ' '),0.010399
URL can't contain control characters. '/course_catalog/course_info/ugrd_CS_2024 Summer_220' (found at least ' '),0.010399
URL can't contain control characters. '/course_catalog/course_info/ugrd_CS_2024 Spring_285L' (found at least ' '),0.010399
URL can't contain control characters. '/course_catalog/course_info/ugrd_CS_2024 Fall_285L' (found at least ' '),0.010399
URL can't contain control characters. '/course_catalog/course_info/ugrd_CS_2023 Fall_285L' (found at least ' '),0.010399
URL can't contain control characters. '/course_catalog/course_info/ugrd_CS_2024 Summer_271L' (found at least ' '),0.010399
URL can't contain control characters. '/course_catalog/course_info/ugrd_CS_2024 Spring_271L' (found at least ' '),0.010399
URL can't contain control characters. '/course_catalog/course_info/ugrd_CS_2024 Fall_271L' (found at least ' '),0.010399
